Full Name,UB MAIL,CURRENT DEGREE,SKILLS,WORK EXPERIENCE,PROJECTS,GENDER,GPA,JOINING
Kaylee Green,nataliesmith@example.com,MASTERS,CYBER SECURITY,2,9,MALE,3.03,INTERESTED TO JOIN
James Johnson,pbrooks@example.com,PHD,APP DEV,7,1,MALE,3.39,IMMEDIATELY
Louis Anderson,monica28@example.org,PHD,AI/ML,6,2,FEMALE,3.22,INTERESTED TO JOIN
Jesse Butler,alexandra57@example.org,PHD,WEB DEV,4,0,MALE,3.32,IMMEDIATELY
Michael Cook,tuckerbrian@example.com,PHD,CLOUD,3,2,FEMALE,3.24,INTERESTED TO JOIN
Angela Camacho,lediane@example.org,UNDER GRAD,CYBER SECURITY,0,5,OTHERS,3.51,IMMEDIATELY
Brandy Cordova,joseph52@example.org,MASTERS,WEB DEV,2,0,MALE,3.43,IMMEDIATELY
Rachel Anderson,brenda72@example.net,PHD,CLOUD,0,9,MALE,3.47,IMMEDIATELY
Samantha Park,wdodson@example.com,UNDER GRAD,CYBER SECURITY,0,0,MALE,3.61,IMMEDIATELY
Danielle Johnson,diazdavid@example.org,PHD,FRONTEND,1,5,MALE,3.44,IMMEDIATELY
Jason Reeves,theresapeterson@example.org,PHD,WEB DEV,0,2,MALE,3.58,IMMEDIATELY
Ernest Davis,leonard62@example.org,UNDER GRAD,APP DEV,6,2,MALE,3.18,INTERESTED TO JOIN
Susan French,mhenry@example.org,UNDER GRAD,CLOUD,2,9,FEMALE,3.02,IMMEDIATELY
Rebekah Walters,heidiwhite@example.com,PHD,FULLSTACK,2,6,MALE,3.94,IMMEDIATELY
Michelle Clark,stevenmcgee@example.net,UNDER GRAD,WEB DEV,2,2,OTHERS,3.93,INTERESTED TO JOIN
Casey Adams,peggy08@example.com,UNDER GRAD,BACKEND,1,7,OTHERS,3.05,INTERESTED TO JOIN
Michael Price,leederek@example.com,MASTERS,FULLSTACK,0,1,FEMALE,3.92,IMMEDIATELY
Judy Oconnor,larry99@example.com,UNDER GRAD,BACKEND,1,8,MALE,3.27,IMMEDIATELY
April Downs,kenneth61@example.net,MASTERS,AI/ML,4,2,OTHERS,3.51,IMMEDIATELY
Jonathan Atkinson,williamsjeffrey@example.org,MASTERS,CLOUD,3,10,OTHERS,3.98,INTERESTED TO JOIN
Madison Turner,donna39@example.org,MASTERS,CLOUD,5,4,FEMALE,3.61,INTERESTED TO JOIN
Ryan Price,martinchelsea@example.com,PHD,APP DEV,5,7,MALE,3.52,INTERESTED TO JOIN
Sara Richards,glarson@example.com,UNDER GRAD,CYBER SECURITY,1,3,MALE,3.84,INTERESTED TO JOIN
Amy James,uryan@example.com,UNDER GRAD,APP DEV,3,7,FEMALE,3.36,IMMEDIATELY
John Le,carmenbrown@example.net,PHD,CLOUD,4,10,FEMALE,3.73,INTERESTED TO JOIN
Stephanie Trujillo,harry32@example.com,UNDER GRAD,FRONTEND,4,7,MALE,3.75,INTERESTED TO JOIN
Joy Andrews,welchnicole@example.com,UNDER GRAD,WEB DEV,1,2,MALE,3.63,IMMEDIATELY
Jane Pearson,hreynolds@example.org,PHD,BACKEND,4,2,OTHERS,3.62,INTERESTED TO JOIN
Elizabeth Reyes,patrick22@example.net,UNDER GRAD,WEB DEV,5,0,OTHERS,3.05,INTERESTED TO JOIN
Phillip Wiggins,hughesdaniel@example.org,MASTERS,AI/ML,7,7,MALE,3.65,IMMEDIATELY
James Holland,robertsjonathan@example.com,PHD,CYBER SECURITY,7,8,OTHERS,3.18,IMMEDIATELY
Michael Brock,daniel73@example.org,UNDER GRAD,APP DEV,2,9,MALE,3.9,IMMEDIATELY
Juan Lewis,denisedavis@example.org,MASTERS,APP DEV,2,5,MALE,3.03,IMMEDIATELY
Julia Jones,alyssadaniels@example.net,UNDER GRAD,FULLSTACK,5,0,OTHERS,3.08,IMMEDIATELY
Sara Morton,sheilabarnes@example.com,PHD,FRONTEND,2,2,FEMALE,3.66,INTERESTED TO JOIN
Morgan Johnson,ereyes@example.com,UNDER GRAD,CLOUD,2,7,MALE,3.3,IMMEDIATELY
Danielle Flores,uyu@example.com,PHD,FULLSTACK,1,0,FEMALE,3.01,IMMEDIATELY
Mary Williams,martindennis@example.com,MASTERS,APP DEV,5,7,FEMALE,3.28,INTERESTED TO JOIN
Marcus Scott,yrobinson@example.org,PHD,FULLSTACK,5,8,OTHERS,3.56,IMMEDIATELY
Mathew Harris,johnsdaisy@example.net,PHD,AI/ML,3,6,OTHERS,3.06,IMMEDIATELY
Tricia Fisher,bradleysusan@example.org,UNDER GRAD,FULLSTACK,7,10,MALE,3.91,INTERESTED TO JOIN
Dr. Joseph Powers,gregoryclark@example.net,UNDER GRAD,APP DEV,7,1,OTHERS,3.35,IMMEDIATELY
Joshua George,adam78@example.org,PHD,CLOUD,5,2,MALE,3.04,IMMEDIATELY
Jose Mckinney,yvette94@example.org,PHD,AI/ML,4,5,OTHERS,3.98,IMMEDIATELY
Margaret Huber,sanderson@example.org,MASTERS,CYBER SECURITY,5,3,FEMALE,3.97,INTERESTED TO JOIN
Jennifer Hanson,joshuabrooks@example.org,UNDER GRAD,CYBER SECURITY,1,1,FEMALE,3.06,IMMEDIATELY
Jeffrey Gilbert,kklein@example.net,UNDER GRAD,BACKEND,1,10,OTHERS,3.82,INTERESTED TO JOIN
Daniel Patel,grantjohn@example.com,PHD,APP DEV,4,10,FEMALE,3.84,INTERESTED TO JOIN
Tiffany Contreras,kylechristian@example.net,PHD,CYBER SECURITY,6,6,FEMALE,3.98,INTERESTED TO JOIN
Emily Chavez,uryan@example.org,UNDER GRAD,CYBER SECURITY,0,6,OTHERS,3.47,IMMEDIATELY
Levi Park,walvarez@example.net,UNDER GRAD,FRONTEND,3,10,FEMALE,3.84,INTERESTED TO JOIN
Karen Moore,anthony64@example.com,UNDER GRAD,FULLSTACK,6,8,OTHERS,3.91,INTERESTED TO JOIN
Nicholas Garrison,alvarezjessica@example.net,PHD,AI/ML,6,6,OTHERS,3.72,IMMEDIATELY
Mr. Joseph Jones,dsoto@example.com,PHD,CYBER SECURITY,7,10,FEMALE,3.85,INTERESTED TO JOIN
Mr. Justin Moore,nrivera@example.net,MASTERS,AI/ML,3,1,OTHERS,3.61,IMMEDIATELY
Robert Martinez,ncrawford@example.net,MASTERS,BACKEND,4,4,MALE,3.06,INTERESTED TO JOIN
Jason Hines,zgillespie@example.org,PHD,FRONTEND,3,9,FEMALE,3.93,INTERESTED TO JOIN
Michael Mercer,garciaisabel@example.net,MASTERS,BACKEND,2,3,MALE,3.13,IMMEDIATELY
Gary White,jharris@example.org,PHD,CLOUD,2,10,OTHERS,3.36,IMMEDIATELY
Adrian Cooper,emartinez@example.net,MASTERS,AI/ML,1,0,OTHERS,3.11,IMMEDIATELY
George Moore,watsonchristian@example.net,MASTERS,CYBER SECURITY,0,1,OTHERS,3.76,IMMEDIATELY
Jay Nolan,pknox@example.net,PHD,WEB DEV,3,0,FEMALE,3.2,IMMEDIATELY
Michelle Davis,josejohnson@example.com,PHD,APP DEV,0,4,MALE,3.63,IMMEDIATELY
Kathryn Robinson,marcusadams@example.org,MASTERS,FULLSTACK,2,9,OTHERS,3.99,INTERESTED TO JOIN
Anne Bray,watkinson@example.net,MASTERS,FRONTEND,5,7,OTHERS,3.91,IMMEDIATELY
Michael Pollard,april87@example.net,MASTERS,FRONTEND,2,0,MALE,3.04,INTERESTED TO JOIN
James Murphy,rachelbenson@example.org,PHD,WEB DEV,1,4,OTHERS,3.68,IMMEDIATELY
Christian Howard,kellis@example.com,UNDER GRAD,WEB DEV,6,7,MALE,3.05,INTERESTED TO JOIN
Tracy Garcia,stuartsteven@example.net,UNDER GRAD,BACKEND,5,8,OTHERS,3.32,INTERESTED TO JOIN
Mary Palmer,abecker@example.org,UNDER GRAD,FRONTEND,4,0,MALE,3.97,IMMEDIATELY
Tara Smith,crosbyjessica@example.net,UNDER GRAD,CYBER SECURITY,7,0,OTHERS,3.48,INTERESTED TO JOIN
Christian Carpenter,victoria17@example.org,UNDER GRAD,APP DEV,2,0,FEMALE,3.96,INTERESTED TO JOIN
Jesse Rogers,tcox@example.com,MASTERS,WEB DEV,2,1,MALE,3.66,INTERESTED TO JOIN
Christopher Pierce MD,econtreras@example.com,PHD,APP DEV,3,0,MALE,3.16,INTERESTED TO JOIN
Desiree Brown,llopez@example.com,MASTERS,WEB DEV,3,2,MALE,3.26,IMMEDIATELY
Richard Hill,kimberlygonzalez@example.com,UNDER GRAD,WEB DEV,1,2,OTHERS,3.79,IMMEDIATELY
Joel Ochoa,larsonethan@example.com,PHD,CYBER SECURITY,2,5,FEMALE,3.46,INTERESTED TO JOIN
Olivia Nunez,palmercindy@example.org,PHD,AI/ML,2,0,MALE,3.31,INTERESTED TO JOIN
Dr. Susan Perry,nhart@example.net,PHD,BACKEND,3,6,FEMALE,3.39,IMMEDIATELY
Ashley Garcia,judith86@example.com,PHD,BACKEND,6,7,FEMALE,3.06,INTERESTED TO JOIN
Donald Miller,bcortez@example.net,PHD,APP DEV,5,3,FEMALE,4.0,INTERESTED TO JOIN
John Hunter,troy96@example.net,UNDER GRAD,FULLSTACK,4,1,OTHERS,3.52,INTERESTED TO JOIN
Aaron Fowler,anitasimmons@example.net,MASTERS,FRONTEND,4,4,FEMALE,3.09,IMMEDIATELY
Erika Williams,bhammond@example.org,MASTERS,APP DEV,1,10,OTHERS,3.76,IMMEDIATELY
Heather Chambers,davidmorgan@example.com,UNDER GRAD,APP DEV,1,0,OTHERS,3.32,INTERESTED TO JOIN
Misty Turner,staffordbryan@example.net,PHD,AI/ML,6,9,MALE,3.17,INTERESTED TO JOIN
Jennifer White,patriciajefferson@example.net,UNDER GRAD,APP DEV,7,6,OTHERS,3.45,IMMEDIATELY
Mark Barron,grimeschristina@example.com,PHD,AI/ML,6,8,MALE,3.57,INTERESTED TO JOIN
Nathan Chavez,pnorman@example.com,MASTERS,CLOUD,3,6,OTHERS,3.47,IMMEDIATELY
Scott Smith,grant85@example.net,UNDER GRAD,CLOUD,2,4,OTHERS,3.65,IMMEDIATELY
Megan Myers,aford@example.com,MASTERS,FULLSTACK,1,3,MALE,3.02,INTERESTED TO JOIN
David Kim,ebrown@example.net,MASTERS,CYBER SECURITY,3,9,MALE,3.82,IMMEDIATELY
Douglas Gonzalez,youngwilliam@example.com,PHD,CLOUD,7,3,FEMALE,3.35,INTERESTED TO JOIN
Lori Andersen,fbrennan@example.net,UNDER GRAD,WEB DEV,5,0,FEMALE,3.01,IMMEDIATELY
Kathleen Gardner,jonesjake@example.net,UNDER GRAD,BACKEND,2,0,MALE,3.27,INTERESTED TO JOIN
Michael Zamora,joseph13@example.org,UNDER GRAD,FULLSTACK,4,10,OTHERS,3.07,INTERESTED TO JOIN
Mrs. Alexandria Petersen PhD,justinbrooks@example.org,MASTERS,CLOUD,4,5,OTHERS,3.86,INTERESTED TO JOIN
Kristy Mitchell,tiffany14@example.net,UNDER GRAD,BACKEND,2,7,FEMALE,3.61,IMMEDIATELY
James Thompson,oroberts@example.com,PHD,AI/ML,6,9,MALE,3.01,IMMEDIATELY
Sharon Brown,danielholt@example.com,MASTERS,APP DEV,6,9,MALE,3.1,IMMEDIATELY
Kenneth Sanchez,jacksonbenjamin@example.org,UNDER GRAD,AI/ML,5,7,OTHERS,3.21,INTERESTED TO JOIN
Amy Cunningham,donnamcgee@example.com,UNDER GRAD,CLOUD,7,10,OTHERS,3.84,INTERESTED TO JOIN
Amanda Harris,stephaniemorton@example.net,MASTERS,FULLSTACK,1,9,OTHERS,3.14,IMMEDIATELY
Kimberly Smith,beckerbryan@example.net,UNDER GRAD,BACKEND,3,8,OTHERS,3.71,IMMEDIATELY
Mr. Mark Allen,imelton@example.com,UNDER GRAD,APP DEV,3,8,OTHERS,3.54,IMMEDIATELY
Donald Bond,john64@example.org,PHD,AI/ML,1,8,MALE,3.65,IMMEDIATELY
Carol Johnson,christopherbaldwin@example.com,UNDER GRAD,APP DEV,1,8,OTHERS,3.13,INTERESTED TO JOIN
Patrick Beard,burnsnichole@example.net,UNDER GRAD,APP DEV,0,5,MALE,3.0,IMMEDIATELY
Christopher Ward,fvazquez@example.net,MASTERS,CLOUD,4,1,FEMALE,3.33,INTERESTED TO JOIN
Jon Morgan,jimenezkaren@example.com,PHD,FULLSTACK,0,2,FEMALE,3.49,IMMEDIATELY
Kyle Lee,michaelbaker@example.org,UNDER GRAD,WEB DEV,6,1,FEMALE,3.74,INTERESTED TO JOIN
Sarah Turner,josephedwards@example.com,UNDER GRAD,FRONTEND,2,8,FEMALE,3.63,INTERESTED TO JOIN
Gerald Bailey,kurt06@example.net,UNDER GRAD,APP DEV,2,9,OTHERS,3.74,IMMEDIATELY
James Vaughn,jean83@example.net,PHD,AI/ML,7,7,OTHERS,3.83,INTERESTED TO JOIN
Rebecca Walker,whensley@example.org,PHD,CLOUD,5,0,MALE,3.95,INTERESTED TO JOIN
Scott Mcfarland,bjones@example.net,UNDER GRAD,BACKEND,5,6,MALE,3.32,INTERESTED TO JOIN
Mark Paul,rachel01@example.com,PHD,FULLSTACK,0,9,MALE,3.45,IMMEDIATELY
Samuel Lopez,princeanthony@example.net,MASTERS,APP DEV,6,2,MALE,3.11,INTERESTED TO JOIN
Eric Carey,rubiomichael@example.com,UNDER GRAD,WEB DEV,4,10,MALE,3.61,IMMEDIATELY
Cheryl Lara,rpruitt@example.org,UNDER GRAD,FULLSTACK,1,6,OTHERS,3.48,INTERESTED TO JOIN
Karen Lawrence,shawnrobinson@example.org,UNDER GRAD,BACKEND,2,5,OTHERS,3.38,IMMEDIATELY
Kenneth Chavez,james37@example.org,UNDER GRAD,CYBER SECURITY,6,4,FEMALE,3.08,IMMEDIATELY
Brent Mcbride,andrew44@example.com,PHD,WEB DEV,1,9,OTHERS,3.59,INTERESTED TO JOIN
Tammy Wong,walkermichael@example.net,MASTERS,WEB DEV,0,8,MALE,3.02,IMMEDIATELY
Troy Compton,jessicapearson@example.com,UNDER GRAD,FRONTEND,6,2,OTHERS,3.07,INTERESTED TO JOIN
Aaron David,blewis@example.com,MASTERS,CLOUD,6,0,MALE,3.04,INTERESTED TO JOIN
Alisha Snyder,tbright@example.com,PHD,AI/ML,3,10,OTHERS,3.74,INTERESTED TO JOIN
Sherry Flowers,josephmeadows@example.org,PHD,FULLSTACK,5,3,FEMALE,3.53,IMMEDIATELY
Justin Hansen,diazangie@example.com,MASTERS,APP DEV,0,9,FEMALE,3.3,INTERESTED TO JOIN
Brandon Rodriguez,linmelanie@example.com,PHD,BACKEND,5,2,MALE,3.12,INTERESTED TO JOIN
Carl Whitehead,josephcrawford@example.net,UNDER GRAD,FRONTEND,5,2,FEMALE,3.27,IMMEDIATELY
Tammy Taylor,wendyreed@example.org,UNDER GRAD,AI/ML,5,6,OTHERS,3.1,INTERESTED TO JOIN
Theodore Carlson,brianfrazier@example.com,UNDER GRAD,FULLSTACK,3,10,MALE,3.67,IMMEDIATELY
David Gray,tbates@example.org,UNDER GRAD,FRONTEND,4,1,OTHERS,3.53,INTERESTED TO JOIN
Alexis Patterson,morenokathy@example.com,PHD,FULLSTACK,7,6,MALE,3.19,IMMEDIATELY
Timothy Martin,thomascory@example.org,UNDER GRAD,BACKEND,3,8,MALE,3.95,IMMEDIATELY
Tim James,georgelindsey@example.org,UNDER GRAD,CYBER SECURITY,1,4,FEMALE,3.19,INTERESTED TO JOIN
James Rodriguez,paulhudson@example.org,MASTERS,BACKEND,1,9,MALE,3.58,INTERESTED TO JOIN
Kathy Leonard,ingrammatthew@example.org,MASTERS,APP DEV,5,1,FEMALE,3.8,INTERESTED TO JOIN
Adrian Bass,cooperbecky@example.com,MASTERS,FULLSTACK,2,9,FEMALE,3.29,IMMEDIATELY
Douglas Brooks,ramoswilliam@example.org,MASTERS,FRONTEND,3,10,MALE,3.16,INTERESTED TO JOIN
Hector Castro,bsparks@example.net,MASTERS,BACKEND,5,8,MALE,3.92,INTERESTED TO JOIN
Carrie Pacheco,justinwalsh@example.net,UNDER GRAD,FULLSTACK,0,10,FEMALE,3.62,IMMEDIATELY
Benjamin Byrd,yarias@example.com,MASTERS,APP DEV,0,10,FEMALE,3.09,INTERESTED TO JOIN
Todd Warren,hcruz@example.org,MASTERS,APP DEV,7,2,MALE,3.4,IMMEDIATELY
Michael Martinez,dixonkevin@example.com,UNDER GRAD,AI/ML,1,8,FEMALE,3.47,IMMEDIATELY
Kevin Singh,robert93@example.com,MASTERS,FRONTEND,7,8,OTHERS,3.35,IMMEDIATELY
Emily Carlson,williamstravis@example.com,PHD,APP DEV,7,6,FEMALE,3.62,IMMEDIATELY
Daniel Woodward,jacksonbrandon@example.com,UNDER GRAD,APP DEV,6,3,OTHERS,3.82,INTERESTED TO JOIN
Rachel Love,tmaldonado@example.net,MASTERS,FRONTEND,6,8,MALE,3.88,INTERESTED TO JOIN
Tonya Johnson,gonzalezjoseph@example.com,PHD,FRONTEND,2,8,OTHERS,3.54,INTERESTED TO JOIN
Yolanda Mcguire,pnelson@example.org,MASTERS,BACKEND,5,4,OTHERS,3.61,INTERESTED TO JOIN
Jamie Cortez,julielopez@example.net,MASTERS,APP DEV,2,0,OTHERS,3.65,INTERESTED TO JOIN
Marissa Hopkins,davidzimmerman@example.com,PHD,CLOUD,0,9,OTHERS,3.35,IMMEDIATELY
Stacie Swanson DVM,smallcasey@example.org,UNDER GRAD,FRONTEND,4,6,MALE,3.67,INTERESTED TO JOIN
Desiree Sutton,cassandrahernandez@example.org,UNDER GRAD,FRONTEND,5,0,MALE,3.84,INTERESTED TO JOIN
Jacob Meyer,williamjohnson@example.org,PHD,FRONTEND,2,4,FEMALE,3.6,INTERESTED TO JOIN
Andre Baker,samanthalewis@example.com,PHD,FULLSTACK,2,5,MALE,3.55,INTERESTED TO JOIN
Michael Young,czuniga@example.org,MASTERS,CYBER SECURITY,3,5,OTHERS,3.78,IMMEDIATELY
Eddie Mcconnell,qbutler@example.org,PHD,FRONTEND,5,5,OTHERS,3.27,IMMEDIATELY
Sharon Miller,jamesrobert@example.org,UNDER GRAD,WEB DEV,6,9,OTHERS,3.1,IMMEDIATELY
Nicole Howard,angela85@example.com,MASTERS,FULLSTACK,3,1,FEMALE,3.07,INTERESTED TO JOIN
Jeanette English,ericmiddleton@example.org,UNDER GRAD,BACKEND,5,2,MALE,3.25,INTERESTED TO JOIN
Pamela Miller,susan83@example.net,UNDER GRAD,FULLSTACK,4,8,FEMALE,3.69,IMMEDIATELY
Christopher Moses,christina47@example.org,UNDER GRAD,FRONTEND,7,6,OTHERS,3.16,INTERESTED TO JOIN
Christine Hubbard,gilmorerobert@example.org,UNDER GRAD,BACKEND,0,8,FEMALE,3.34,IMMEDIATELY
Kimberly Perkins,sherry38@example.com,MASTERS,WEB DEV,3,0,MALE,3.13,INTERESTED TO JOIN
Dillon Chen,nolanmelanie@example.org,UNDER GRAD,FULLSTACK,5,7,FEMALE,3.59,IMMEDIATELY
John Holland,kim13@example.com,PHD,WEB DEV,6,0,OTHERS,3.48,IMMEDIATELY
Kathy Thomas,michaellewis@example.org,PHD,BACKEND,5,6,MALE,3.28,INTERESTED TO JOIN
Alice Patterson,danderson@example.com,PHD,AI/ML,3,1,OTHERS,3.61,IMMEDIATELY
Rebecca Trujillo,lisaho@example.com,MASTERS,CYBER SECURITY,0,6,MALE,3.4,IMMEDIATELY
Mercedes Brock DDS,cbradshaw@example.net,UNDER GRAD,FULLSTACK,2,10,FEMALE,3.47,IMMEDIATELY
Heather Vang,webbmadison@example.net,MASTERS,APP DEV,2,6,MALE,3.32,IMMEDIATELY
Elizabeth Farrell,alexander64@example.org,MASTERS,FRONTEND,4,8,FEMALE,3.1,INTERESTED TO JOIN
Walter Gonzalez PhD,janet73@example.com,UNDER GRAD,BACKEND,4,7,FEMALE,3.52,IMMEDIATELY
Casey Lewis,hgibson@example.net,PHD,AI/ML,5,1,FEMALE,3.73,INTERESTED TO JOIN
Samuel Miller,matthewmontoya@example.com,UNDER GRAD,WEB DEV,4,9,MALE,3.31,IMMEDIATELY
Andre Frank,zgomez@example.org,PHD,BACKEND,5,6,FEMALE,3.12,IMMEDIATELY
Christopher Watson MD,ftrevino@example.net,PHD,CYBER SECURITY,0,9,FEMALE,3.11,IMMEDIATELY
Shari Daniels,fkeller@example.net,UNDER GRAD,AI/ML,7,5,FEMALE,3.52,INTERESTED TO JOIN
Julie Singh,richardsshawn@example.org,PHD,APP DEV,4,0,OTHERS,3.39,IMMEDIATELY
Susan Sullivan,cthomas@example.com,MASTERS,FULLSTACK,3,10,OTHERS,3.89,INTERESTED TO JOIN
Calvin Kim,alexisfitzgerald@example.com,UNDER GRAD,AI/ML,6,4,FEMALE,3.23,IMMEDIATELY
April Graves,paula65@example.org,MASTERS,AI/ML,3,9,FEMALE,3.69,IMMEDIATELY
Kyle Ortiz,xbaker@example.org,UNDER GRAD,CYBER SECURITY,2,7,MALE,3.55,IMMEDIATELY
Donna Carter,angelaallen@example.net,UNDER GRAD,FULLSTACK,5,9,OTHERS,3.33,INTERESTED TO JOIN
Susan Carlson,hollandjacqueline@example.net,PHD,CLOUD,5,5,FEMALE,3.48,IMMEDIATELY
Brittany Jackson,kennethnelson@example.org,MASTERS,WEB DEV,6,3,MALE,3.38,IMMEDIATELY
Jacob Morris,timothy40@example.org,MASTERS,AI/ML,0,5,OTHERS,3.73,IMMEDIATELY
Jeffrey Ellis,nicole46@example.org,MASTERS,FULLSTACK,6,0,MALE,3.89,INTERESTED TO JOIN
Lonnie Saunders,uconley@example.org,MASTERS,CLOUD,6,3,OTHERS,3.01,INTERESTED TO JOIN
Ronald Ramirez,steve31@example.net,PHD,BACKEND,0,1,MALE,3.33,INTERESTED TO JOIN
Jeffrey Key,phillippage@example.org,UNDER GRAD,BACKEND,4,6,OTHERS,3.86,IMMEDIATELY
Gail Wolf,laura42@example.net,MASTERS,FRONTEND,5,1,FEMALE,3.97,IMMEDIATELY
Sandra Johnson,ythompson@example.net,UNDER GRAD,FRONTEND,6,3,OTHERS,3.19,INTERESTED TO JOIN
Samuel Stanley,whitebenjamin@example.com,MASTERS,BACKEND,2,0,OTHERS,3.54,INTERESTED TO JOIN
David Rowland,ricardo86@example.org,PHD,APP DEV,3,3,OTHERS,3.11,IMMEDIATELY
Emily Davis,hernandezmaria@example.com,MASTERS,FULLSTACK,4,6,FEMALE,3.33,IMMEDIATELY
Michelle Boone DDS,mgraham@example.net,UNDER GRAD,WEB DEV,7,5,MALE,3.98,INTERESTED TO JOIN
Lynn Jones,idelgado@example.com,PHD,CLOUD,3,7,MALE,3.22,INTERESTED TO JOIN
Karen Rivera,grant58@example.net,UNDER GRAD,CYBER SECURITY,3,6,OTHERS,3.42,IMMEDIATELY
Ellen Jackson,kevinpope@example.com,MASTERS,AI/ML,6,7,FEMALE,3.5,IMMEDIATELY
Mary Webster,gortiz@example.net,UNDER GRAD,CYBER SECURITY,7,2,FEMALE,3.32,IMMEDIATELY
Michael Lynn,myersanthony@example.com,UNDER GRAD,APP DEV,5,5,MALE,3.42,INTERESTED TO JOIN
Derrick Robinson,xaguilar@example.org,MASTERS,CYBER SECURITY,0,9,OTHERS,3.55,INTERESTED TO JOIN
Kim Morgan,rioselizabeth@example.net,UNDER GRAD,CLOUD,6,5,OTHERS,3.61,IMMEDIATELY
Mary Garcia,mcgeeheather@example.org,UNDER GRAD,CYBER SECURITY,3,2,OTHERS,3.62,IMMEDIATELY
Emily Roberts,vramirez@example.com,MASTERS,FRONTEND,0,2,FEMALE,3.72,IMMEDIATELY
Jessica Potter,ehiggins@example.net,MASTERS,CYBER SECURITY,4,9,OTHERS,3.27,IMMEDIATELY
James Stokes,rosekelsey@example.net,PHD,FULLSTACK,1,7,MALE,3.7,INTERESTED TO JOIN
Nicole Bowen,qhicks@example.com,PHD,CLOUD,7,4,OTHERS,3.35,IMMEDIATELY
Ronald Fuentes,vhale@example.com,MASTERS,APP DEV,1,3,OTHERS,3.53,IMMEDIATELY
Stacey Mccarty,scott38@example.com,PHD,BACKEND,4,10,MALE,3.67,IMMEDIATELY
Susan Brown,howard05@example.com,MASTERS,CYBER SECURITY,2,10,MALE,3.16,IMMEDIATELY
Ronald Johnson,coxpenny@example.org,PHD,AI/ML,7,9,FEMALE,3.78,IMMEDIATELY
Erin Jones,reedjames@example.com,PHD,CYBER SECURITY,7,0,MALE,3.5,INTERESTED TO JOIN
Alexander Smith,timphelps@example.org,MASTERS,FULLSTACK,5,8,FEMALE,3.95,IMMEDIATELY
Jill Price,kimberly78@example.com,MASTERS,AI/ML,6,0,FEMALE,3.24,INTERESTED TO JOIN
Kimberly Hernandez,monicalam@example.net,PHD,BACKEND,6,0,MALE,3.33,INTERESTED TO JOIN
Jimmy Torres,donaldwalsh@example.net,PHD,FRONTEND,4,6,MALE,3.59,IMMEDIATELY
Tony Osborn,sanchezmark@example.com,MASTERS,BACKEND,3,7,OTHERS,3.09,INTERESTED TO JOIN
Jasmine Caldwell,charlesjohnson@example.com,PHD,FRONTEND,0,3,MALE,3.79,INTERESTED TO JOIN
Mr. Daniel Lewis,hoffmanjacob@example.com,UNDER GRAD,BACKEND,2,10,FEMALE,3.39,IMMEDIATELY
Crystal Jones,christopher67@example.com,MASTERS,CLOUD,0,0,FEMALE,3.69,INTERESTED TO JOIN
Christina George,williamanderson@example.net,MASTERS,AI/ML,3,1,MALE,3.3,INTERESTED TO JOIN
Ashley Olsen,rodriguezemily@example.com,UNDER GRAD,FULLSTACK,3,3,OTHERS,3.09,IMMEDIATELY
Nicole Underwood,wwells@example.net,PHD,FRONTEND,5,2,OTHERS,3.08,IMMEDIATELY
Edward Allison,vacosta@example.com,UNDER GRAD,BACKEND,7,3,FEMALE,3.46,IMMEDIATELY
Stacy Ellis,shirley75@example.org,MASTERS,FULLSTACK,0,1,OTHERS,3.64,INTERESTED TO JOIN
Marie Luna,pwilson@example.org,MASTERS,AI/ML,2,2,OTHERS,3.65,IMMEDIATELY
Rodney Hansen,vaughanjulie@example.net,MASTERS,FULLSTACK,2,8,OTHERS,3.62,INTERESTED TO JOIN
Diana Mcdonald,christopher73@example.com,PHD,FULLSTACK,2,9,OTHERS,3.63,INTERESTED TO JOIN
Mr. Timothy Montgomery DVM,tranemma@example.net,PHD,CYBER SECURITY,2,4,MALE,3.5,IMMEDIATELY
Chelsea Skinner,michael26@example.net,PHD,CLOUD,5,8,FEMALE,3.45,IMMEDIATELY
Annette Rodriguez,robertvaughan@example.net,UNDER GRAD,WEB DEV,6,9,FEMALE,3.16,IMMEDIATELY
Stacy Vincent,amber93@example.com,PHD,CYBER SECURITY,3,2,FEMALE,3.81,INTERESTED TO JOIN
Ellen Houston,ruiztracey@example.org,PHD,CLOUD,6,6,FEMALE,3.17,INTERESTED TO JOIN
Denise Bird,danielshunter@example.org,MASTERS,CYBER SECURITY,5,10,MALE,3.54,IMMEDIATELY
Crystal Harrell,kevin20@example.net,PHD,AI/ML,4,7,FEMALE,3.61,INTERESTED TO JOIN
Ryan Warner,idunn@example.org,UNDER GRAD,AI/ML,3,3,OTHERS,3.14,IMMEDIATELY
Melinda Collins,iburton@example.org,MASTERS,BACKEND,7,1,OTHERS,3.62,INTERESTED TO JOIN
Jason Knox,brendafloyd@example.net,MASTERS,APP DEV,1,9,MALE,3.42,IMMEDIATELY
Michael Bishop,nanderson@example.net,UNDER GRAD,WEB DEV,5,7,MALE,3.22,IMMEDIATELY
Joseph Wade,taylorbennett@example.com,PHD,AI/ML,2,6,MALE,3.83,INTERESTED TO JOIN
Philip Shannon,jhanson@example.net,PHD,WEB DEV,1,0,FEMALE,3.4,IMMEDIATELY
Michael Hill,kaylee36@example.org,PHD,APP DEV,0,9,MALE,3.59,IMMEDIATELY
